,Name,Year,Age,Tm,Pos,No.,G,GS,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Att,Yds.1,TD.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,Player ID,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,Ret,Rt,Y/Rt,APYd,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck
2479,Carl Hilton,1989.0,25.0,MIN,TE,82.0,1,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,10907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,John Hilton,1965.0,23.0,PIT,TE,82.0,14,6,4.0,32.0,8.0,0,12.0,0.3,2.3,,,0,,,,,4.0,8.0,32.0,0,0.0,0,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,John Hilton,1966.0,24.0,PIT,TE,82.0,14,14,46.0,603.0,13.1,4,32.0,3.3,43.1,,,0,,,,,46.0,13.1,603.0,4,1.0,7,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,John Hilton,1967.0,25.0,PIT,TE,82.0,13,13,26.0,343.0,13.2,5,43.0,2.0,26.4,1.0,15.0,0,15.0,15.0,1.2,0.1,27.0,13.3,358.0,5,0.0,4,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,John Hilton,1968.0,26.0,PIT,TE,82.0,14,13,20.0,285.0,14.3,1,37.0,1.4,20.4,,,0,,,,,20.0,14.3,285.0,1,0.0,3,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,John Hilton,1969.0,27.0,PIT,TE,82.0,11,11,12.0,231.0,19.3,0,34.0,1.1,21.0,,,0,,,,,12.0,19.3,231.0,0,0.0,2,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,John Hilton,1970.0,28.0,GNB,TE,86.0,14,14,25.0,350.0,14.0,4,65.0,1.8,25.0,,,0,,,,,25.0,14.0,350.0,4,1.0,3,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,John Hilton,1971.0,29.0,MIN,TE,85.0,7,1,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,John Hilton,1972.0,30.0,DET,TE,81.0,5,0,5.0,133.0,26.6,1,66.0,1.0,26.6,,,0,,,,,5.0,26.6,133.0,1,0.0,2,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,John Hilton,1973.0,31.0,DET,TE,81.0,14,1,6.0,70.0,11.7,1,31.0,0.4,5.0,,,0,,,,,6.0,11.7,70.0,1,0.0,1,,,,,,,,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,Zachary Hilton,2003.0,23.0,NOR,TE,81.0,3,0,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,,0,1,,,0.0%,0.0,,,10913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,Zachary Hilton,2005.0,25.0,NOR,TE,86.0,15,6,35,396,11.3,1,29,2.3,26.4,,,0,,,,,35.0,11.3,396.0,1,0.0,3,56,20.0,55.4,62.5%,7.1,,,10913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,Mike Hinnant,1988.0,22.0,PIT,TE,81.0,16,1,1.0,23.0,23.0,0,23.0,0.1,1.4,,,0,,,,,1.0,23.0,23.0,0,0.0,0,,,,,,,,10928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,Mike Hinnant,1989.0,23.0,PIT,TE,67.0,5,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,10928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,Mike Hinnant,1992.0,26.0,DET,TE,48.0,15,1,3.0,28.0,9.3,0,13.0,0.2,1.9,,,0,,,,,3.0,9.3,28.0,0,0.0,0,4.0,,,75.0%,7.0,,,10928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Marcus Hinton,1996.0,25.0,OAK,TE,85.0,2,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,T.J. Hockenson,2019.0,22.0,DET,TE,88.0,12,7,32,367,11.5,2,39,2.7,30.6,,,0,,,,,32,11.5,367,2,0,3,59,19,45.8,54.2%,6.2,,,10978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,T.J. Hockenson,2020.0,23.0,DET,TE,88.0,16,16,67,723,10.8,6,51,4.2,45.2,1.0,0.0,0,0.0,0.0,0.0,0.1,68,10.6,723,6,1,6,101,40,53.5,66.3%,7.2,0.0,0.0,10978.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,T.J. Hockenson,2021.0,24.0,DET,TE,88.0,12,12,61,583,9.6,4,33,5.1,48.6,,,0,,,,,61,9.6,583,4,0,5,84,32,56.0,72.6%,6.9,,,10978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,T.J. Hockenson,2022.0,25.0,2TM,TE,,17,14,86,914,10.6,6,81,5.1,53.8,,,0,,,,,86,10.6,914,6,1,8,129,44,47.3,66.7%,7.1,,,10978.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,T.J. Hockenson,2023.0,26.0,MIN,TE,87.0,15,11,95,960,10.1,5,29,6.3,64.0,,,0,,,,,95,10.1,960,5,1,7,127,48,53.5,74.8%,7.6,,,10978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,Nathan Hodel,2002.0,25.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,10981.0,,,0.0,,0.0,6.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Nathan Hodel,2003.0,26.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,Nathan Hodel,2004.0,27.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,5.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,Nathan Hodel,2005.0,28.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,4.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,Nathan Hodel,2006.0,29.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Nathan Hodel,2007.0,30.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,Nathan Hodel,2008.0,31.0,ARI,TE,48.0,16,0.0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,10981.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,Nathan Hodel,2009.0,32.0,DET,TE,58.0,1,0.0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,10981.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,Jacob Hollister,2017.0,24.0,NWE,TE,47.0,15,1,4.0,42.0,10.5,0,19.0,0.3,2.8,1.0,5.0,0,5.0,5.0,0.3,0.1,5.0,9.4,47.0,0,0.0,1,11.0,2.0,36.4,36.4%,3.8,0.0,100.0,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,Jacob Hollister,2018.0,25.0,NWE,TE,47.0,8,1,4.0,52.0,13.0,0,23.0,0.5,6.5,,,0,,,,,4.0,13.0,52.0,0,0.0,0,5.0,2.0,80.0,80.0%,10.4,,,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,Jacob Hollister,2019.0,26.0,SEA,TE,48.0,11,3,41.0,349.0,8.5,3,22.0,3.7,31.7,,,0,,,,,41.0,8.5,349.0,3,0.0,3,59.0,16.0,50.8,69.5%,5.9,,,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,Jacob Hollister,2020.0,27.0,SEA,TE,86.0,16,5,25.0,209.0,8.4,3,20.0,1.6,13.1,,,0,,,,,25.0,8.4,209.0,3,0.0,2,40.0,14.0,50.0,62.5%,5.2,,,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,Jacob Hollister,2021.0,28.0,JAX,TE,86.0,7,2,9.0,55.0,6.1,1,11.0,1.3,7.9,,,0,,,,,9.0,6.1,55.0,1,0.0,0,14.0,2.0,57.1,64.3%,3.9,,,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,Jacob Hollister,2022.0,29.0,2TM,TE,,5,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,11099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,Jabari Holloway,2002.0,24.0,HOU,TE,89.0,11,7,7,73,10.4,0,24,0.6,6.6,,,0,,,,,7,10.4,73,0,0.0,0,10,2,60.0,70.0%,7.3,,,11107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,Jabari Holloway,2003.0,25.0,HOU,TE,89.0,15,9,8,84,10.5,0,33,0.5,5.6,,,0,,,,,8,10.5,84,0,0.0,1,10,2,70.0,80.0%,8.4,,,11107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,Steve Holloway,1987.0,23.0,TAM,TE,80.0,6,4,10,127,12.7,0,26,1.7,21.2,,,0,,,,,10,12.7,127,0,0.0,1,,,,,,,,11111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,Rodney Holman,1982.0,22.0,CIN,TE,82.0,9,0,3,18,6.0,1,10,0.3,2.0,,,0,,,,,3,6.0,18,1,0,0,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,Rodney Holman,1983.0,23.0,CIN,TE,82.0,16,0,2,15,7.5,0,10,0.1,0.9,,,0,,,,,2,7.5,15,0,0,0,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,Rodney Holman,1984.0,24.0,CIN,TE,82.0,16,2,21,239,11.4,1,27,1.3,14.9,,,0,,,,,21,11.4,239,1,1,2,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,Rodney Holman,1985.0,25.0,CIN,TE,82.0,16,16,38,479,12.6,7,64,2.4,29.9,,,0,,,,,38,12.6,479,7,1,5,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Rodney Holman,1986.0,26.0,CIN,TE,82.0,16,16,40,570,14.3,2,34,2.5,35.6,,,0,,,,,40,14.3,570,2,1,6,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,Rodney Holman,1987.0,27.0,CIN,TE,82.0,12,12,28,438,15.6,2,61,2.3,36.5,,,0,,,,,28,15.6,438,2,0,4,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,Rodney Holman,1988.0,28.0,CIN,TE,82.0,16,16,39,527,13.5,3,33,2.4,32.9,,,0,,,,,39,13.5,527,3,2,7,,,,,,,,11119.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,Rodney Holman,1989.0,29.0,CIN,TE,82.0,16,15,50,736,14.7,9,73,3.1,46.0,,,0,,,,,50,14.7,736,9,0,8,,,,,,,,11119.0,,,,,,,,,,,,"AP2, PB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,Rodney Holman,1990.0,30.0,CIN,TE,82.0,16,15,40,596,14.9,5,53,2.5,37.3,,,0,,,,,40,14.9,596,5,1,7,,,,,,,,11119.0,,,,,,,,,,,,"AP2, PB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,Rodney Holman,1991.0,31.0,CIN,TE,82.0,16,15,31,445,14.4,2,39,1.9,27.8,,,0,,,,,31,14.4,445,2,1,3,,,,,,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,Rodney Holman,1992.0,32.0,CIN,TE,82.0,16,13,26,266,10.2,2,26,1.6,16.6,,,0,,,,,26,10.2,266,2,0,3,37.0,,,70.3%,7.2,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,Rodney Holman,1993.0,33.0,DET,TE,82.0,16,16,25,244,9.8,2,28,1.6,15.3,,,0,,,,,25,9.8,244,2,1,2,37.0,,,67.6%,6.6,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,Rodney Holman,1994.0,34.0,DET,TE,82.0,15,7,17,163,9.6,0,18,1.1,10.9,,,0,,,,,17,9.6,163,0,1,2,23.0,10.0,56.5,73.9%,7.1,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,Rodney Holman,1995.0,35.0,DET,TE,82.0,16,3,5,35,7.0,0,9,0.3,2.2,,,0,,,,,5,7.0,35,0,0,0,5.0,3.0,100.0,100.0%,7.0,,,11119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,Alex Holmes,2005.0,24.0,MIA,TE,89.0,8,0.0,1,2,2.0,0,2,0.1,0.3,,,0,,,,,1,2.0,2,0,0.0,0,1,,,100.0%,2.0,,,11125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,Gabe Holmes,2017.0,26.0,ARI,TE,85,2,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,,0,1.0,,0.0,0.0%,0.0,,,11136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,Gabe Holmes,2018.0,27.0,ARI,TE,85,8,4,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,11136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,Pete Holohan,1981.0,22.0,SDG,TE,88.0,7,0,1.0,14.0,14.0,0,14.0,0.1,2.0,,,0,,,,,1.0,14.0,14.0,0,0.0,0,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,Pete Holohan,1982.0,23.0,SDG,TE,88.0,9,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,Pete Holohan,1983.0,24.0,SDG,TE,88.0,16,3,23.0,272.0,11.8,2,35.0,1.4,17.0,,,0,,,,,23.0,11.8,272.0,2,0.0,2,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,Pete Holohan,1984.0,25.0,SDG,TE,88.0,15,4,56.0,734.0,13.1,1,51.0,3.7,48.9,,,0,,,,,56.0,13.1,734.0,1,0.0,6,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,Pete Holohan,1985.0,26.0,SDG,TE,88.0,15,3,42.0,458.0,10.9,3,23.0,2.8,30.5,,,0,,,,,42.0,10.9,458.0,3,1.0,4,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,Pete Holohan,1986.0,27.0,SDG,TE,88.0,16,6,29.0,356.0,12.3,1,34.0,1.8,22.3,,,0,,,,,29.0,12.3,356.0,1,0.0,3,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,Pete Holohan,1987.0,28.0,SDG,TE,88.0,12,4,20.0,239.0,12.0,0,18.0,1.7,19.9,,,0,,,,,20.0,12.0,239.0,0,0.0,1,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,Pete Holohan,1988.0,29.0,RAM,TE,81.0,16,6,59.0,640.0,10.8,3,29.0,3.7,40.0,,,0,,,,,59.0,10.8,640.0,3,1.0,6,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,Pete Holohan,1989.0,30.0,RAM,TE,81.0,16,6,51.0,510.0,10.0,2,31.0,3.2,31.9,1.0,3.0,0,3.0,3.0,0.2,0.1,52.0,9.9,513.0,2,1.0,5,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,Pete Holohan,1990.0,31.0,RAM,TE,81.0,16,8,49.0,475.0,9.7,2,28.0,3.1,29.7,,,0,,,,,49.0,9.7,475.0,2,2.0,4,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Pete Holohan,1991.0,32.0,KAN,TE,89.0,16,3,13.0,113.0,8.7,2,26.0,0.8,7.1,,,0,,,,,13.0,8.7,113.0,2,0.0,1,,,,,,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,Pete Holohan,1992.0,33.0,CLE,TE,89.0,9,1,20.0,170.0,8.5,0,24.0,2.2,18.9,,,0,,,,,20.0,8.5,170.0,0,0.0,2,25.0,,,80.0%,6.8,,,11157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,Harry Holt,1983.0,26.0,CLE,TE,81.0,15,11,29,420,14.5,3,48,1.9,28.0,3.0,8.0,0,4.0,2.7,0.5,0.2,32,13.4,428,3,1,4,,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,Harry Holt,1984.0,27.0,CLE,TE,81.0,12,8,20,261,13.1,0,36,1.7,21.8,1.0,12.0,0,12.0,12.0,1.0,0.1,21,13.0,273,0,0,2,,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,Harry Holt,1985.0,28.0,CLE,TE,81.0,11,2,10,95,9.5,1,23,0.9,8.6,,,0,,,,,10,9.5,95,1,1,1,,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Harry Holt,1986.0,29.0,CLE,TE,81.0,14,0,4,61,15.3,1,34,0.3,4.4,1.0,16.0,1,16.0,16.0,1.1,0.1,5,15.4,77,2,0,1,,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,Harry Holt,1987.0,30.0,SDG,TE,85.0,3,3,7,56,8.0,0,17,2.3,18.7,,,0,,,,,7,8.0,56,0,1,0,,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,J.P. Holtz,2019.0,26.0,2TM,TE,,15,7,7.0,91.0,13.0,0,30.0,0.5,6.1,,,0,,,,,7.0,13.0,91.0,0,0.0,1,8.0,4.0,75.0,87.5%,11.4,,,11172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,J.P. Holtz,2020.0,27.0,CHI,TE,81.0,16,1,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,0.0,0,1.0,,0.0,0.0%,0.0,,,11172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,J.P. Holtz,2021.0,28.0,CHI,TE,81.0,13,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,11172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,J.P. Holtz,2022.0,29.0,NOR,TE,88.0,6,2,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,11172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,J.P. Holtz,2023.0,30.0,NOR,TE,84.0,1,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,11172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Michael Hoomanawanui,2010.0,22.0,STL,TE,86.0,8,3,13.0,146.0,11.2,3,36.0,1.6,18.3,,,0,,,,,13.0,11.2,146.0,3,0.0,1,22.0,9.0,40.9,59.1%,6.6,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,Michael Hoomanawanui,2011.0,23.0,STL,WR,86.0,8,8,7.0,83.0,11.9,0,27.0,0.9,10.4,,,0,,,,,7.0,11.9,83.0,0,0.0,0,13.0,4.0,38.5,53.8%,6.4,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Michael Hoomanawanui,2012.0,24.0,NWE,TE,47.0,14,6,5.0,109.0,21.8,0,41.0,0.4,7.8,,,0,,,,,5.0,21.8,109.0,0,0.0,1,7.0,4.0,71.4,71.4%,15.6,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,Michael Hoomanawanui,2013.0,25.0,NWE,TE,47.0,13,10,12.0,136.0,11.3,1,19.0,0.9,10.5,,,0,,,,,12.0,11.3,136.0,1,0.0,1,19.0,8.0,42.1,63.2%,7.2,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Michael Hoomanawanui,2014.0,26.0,NWE,TE,47.0,16,12,3.0,44.0,14.7,0,23.0,0.2,2.8,,,0,,,,,3.0,14.7,44.0,0,0.0,0,6.0,2.0,50.0,50.0%,7.3,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Michael Hoomanawanui,2015.0,27.0,2TM,TE,,14,8,11.0,76.0,6.9,3,19.0,0.8,5.4,1.0,0.0,0,0.0,0.0,0.0,0.1,12.0,6.3,76.0,3,1.0,1,16.0,8.0,43.8,68.8%,4.8,0.0,0.0,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Michael Hoomanawanui,2017.0,29.0,NOR,TE,84.0,14,10,6.0,52.0,8.7,1,25.0,0.4,3.7,,,0,,,,,6.0,8.7,52.0,1,0.0,1,10.0,2.0,40.0,60.0%,5.2,,,11196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Austin Hooper,2016.0,22.0,ATL,TE,81.0,14,3,19,271,14.3,3,44,1.4,19.4,,,0,,,,,19,14.3,271,3,0.0,3,27,16,59.3,70.4%,10.0,,,11197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Austin Hooper,2017.0,23.0,ATL,TE,81.0,16,8,49,526,10.7,3,88,3.1,32.9,,,0,,,,,49,10.7,526,3,0.0,5,65,18,49.2,75.4%,8.1,,,11197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
