,Name,Year,Age,Tm,Pos,No.,G,GS,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Att,Yds.1,TD.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,Player ID,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,Ret,Rt,Y/Rt,APYd,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck
938,Charles Clay,2017.0,28.0,BUF,TE,85.0,13,13,49,558,11.4,2,44,3.8,42.9,,,0,,,,,49,11.4,558,2,1.0,5,74,29,52.7,66.2%,7.5,,,4438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Charles Clay,2018.0,29.0,BUF,TE,85.0,13,12,21,184,8.8,0,21,1.6,14.2,,,0,,,,,21,8.8,184,0,1.0,1,36,11,41.7,58.3%,5.1,,,4438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Charles Clay,2019.0,30.0,ARI,TE,85.0,15,10,18,237,13.2,1,47,1.2,15.8,,,0,,,,,18,13.2,237,1,0.0,2,24,12,54.2,75.0%,9.9,,,4438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Hayward Clay,1996.0,23.0,STL,TE,81.0,11,4,4,51,12.8,0,34,0.4,4.6,,,0,,,,,4,12.8,51,0,0.0,0,6,2,33.3,66.7%,8.5,,,4439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Hayward Clay,1998.0,25.0,DAL,TE,83.0,3,2,1,27,27.0,0,27,0.3,9.0,,,0,,,,,1,27.0,27,0,0.0,0,1,1,100.0,100.0%,27.0,,,4439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Cam Cleeland,1998.0,23.0,NOR,TE,85.0,16,16,54,684,12.7,6,53,3.4,42.8,,,0,,,,,54,12.7,684,6,1.0,5,88,37,52.3,61.4%,7.8,,,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Cam Cleeland,1999.0,24.0,NOR,TE,85.0,11,8,26,325,12.5,1,31,2.4,29.5,,,0,,,,,26,12.5,325,1,1.0,2,47,16,48.9,55.3%,6.9,,,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Cam Cleeland,2001.0,26.0,NOR,TE,85.0,9,7,13,138,10.6,4,19,1.4,15.3,,,0,,,,,13,10.6,138,4,1.0,1,22,7,50.0,59.1%,6.3,,,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Cam Cleeland,2002.0,27.0,NWE,TE,85.0,12,1,16,112,7.0,1,22,1.3,9.3,,,0,,,,,16,7.0,112,1,0.0,1,21,7,47.6,76.2%,5.3,,,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Cam Cleeland,2003.0,28.0,STL,TE,87.0,16,10,10,145,14.5,0,29,0.6,9.1,2.0,-5.0,0,0.0,-2.5,-0.3,0.1,12,11.7,140,0,1.0,1,16,6,43.8,62.5%,9.1,0.0,0.0,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Cam Cleeland,2004.0,29.0,STL,TE,87.0,16,9,7,57,8.1,0,15,0.4,3.6,1.0,-2.0,0,-2.0,-2.0,-0.1,0.1,8,6.9,55,0,0.0,0,12,2,58.3,58.3%,4.8,0.0,0.0,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Cam Cleeland,2005.0,30.0,STL,TE,82.0,9,3,5,17,3.4,1,9,0.6,1.9,,,0,,,,,5,3.4,17,1,0.0,0,6,3,50.0,83.3%,2.8,,,4467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Henry Clement,1961.0,22.0,PIT,TE,28.0,14,1,5,65,13.0,0,19,0.4,4.6,,,0,,,,,5,13.0,65,0,0.0,1,,,,,,,,4475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Asante Cleveland,2014.0,22.0,SFO,TE,45.0,6,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,,0,1.0,,,0.0%,0.0,,,4498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Asante Cleveland,2015.0,23.0,NWE,TE,44.0,4,1,1.0,1.0,1.0,0,1.0,0.3,0.3,,,0,,,,,1.0,1.0,1.0,0,0.0,0,1.0,,,100.0%,1.0,,,4498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Asante Cleveland,2016.0,24.0,SDG,TE,45.0,4,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,4498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Tony Cline,1995.0,24.0,BUF,TE,88.0,16,1,8.0,64.0,8.0,0,17.0,0.5,4.0,,,0,,,,,8.0,8.0,64.0,0,0.0,1,13.0,3.0,38.5,61.5%,4.9,,,4513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Tony Cline,1996.0,25.0,BUF,TE,86.0,16,7,19.0,117.0,6.2,1,15.0,1.2,7.3,,,0,,,,,19.0,6.2,117.0,1,0.0,1,29.0,11.0,37.9,65.5%,4.0,,,4513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Tony Cline,1997.0,26.0,BUF,TE,86.0,10,1,1.0,29.0,29.0,0,29.0,0.1,2.9,,,0,,,,,1.0,29.0,29.0,0,0.0,0,2.0,1.0,50.0,50.0%,14.5,,,4513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Tony Cline,1999.0,28.0,2TM,TE,,10,0,4.0,45.0,11.3,0,30.0,0.4,4.5,,,0,,,,,4.0,11.3,45.0,0,0.0,0,5.0,4.0,40.0,80.0%,9.0,,,4513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Colin Cloherty,2009.0,22.0,IND,TE,46.0,1,0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,,,0.0,,,,,1.0,2.0,2.0,0.0,0.0,0,1.0,,,100.0%,2.0,,,4518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Colin Cloherty,2010.0,23.0,SFO,TE,83.0,2,0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0,,,,,,,,4518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Colin Cloherty,2011.0,24.0,JAX,TE,83.0,4,1,4.0,57.0,14.3,0.0,21.0,1.0,14.3,,,0.0,,,,,4.0,14.3,57.0,0.0,0.0,1,8.0,3.0,37.5,50.0%,7.1,,,4518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Colin Cloherty,2012.0,25.0,JAX,TE,83.0,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Ben Coates,1991.0,22.0,NWE,TE,87.0,16,2,10,95,9.5,1,17,0.6,5.9,1.0,-6.0,0,-6.0,-6.0,-0.4,0.1,11,8.1,89,1,0.0,1,,,,,,,,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Ben Coates,1992.0,23.0,NWE,TE,87.0,16,2,20,171,8.6,3,22,1.3,10.7,1.0,2.0,0,2.0,2.0,0.1,0.1,21,8.2,173,3,1.0,1,34.0,,,58.8%,5.0,,,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Ben Coates,1993.0,24.0,NWE,TE,87.0,16,10,53,659,12.4,8,54,3.3,41.2,,,0,,,,,53,12.4,659,8,0.0,5,93.0,,,57.0%,7.1,,,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Ben Coates,1994.0,25.0,NWE,TE,87.0,16,16,96,1174,12.2,7,62,6.0,73.4,1.0,0.0,0,0.0,0.0,0.0,0.1,97,12.1,1174,7,2.0,10,148.0,65.0,56.8,64.9%,7.9,0.0,0.0,4533.0,,,,,,,,,,,,"AP1, PB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Ben Coates,1995.0,26.0,NWE,TE,87.0,16,15,84,915,10.9,6,35,5.3,57.2,,,0,,,,,84,10.9,915,6,4.0,7,137.0,50.0,48.9,61.3%,6.7,,,4533.0,,,,,,,,,,,,"AP1, PB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Ben Coates,1996.0,27.0,NWE,TE,87.0,16,15,62,682,11.0,9,84,3.9,42.6,,,0,,,,,62,11.0,682,9,1.0,8,100.0,36.0,47.0,62.0%,6.8,,,4533.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Ben Coates,1997.0,28.0,NWE,TE,87.0,16,16,66,737,11.2,8,35,4.1,46.1,,,0,,,,,66,11.2,737,8,0.0,8,98.0,36.0,55.1,67.3%,7.5,,,4533.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Ben Coates,1998.0,29.0,NWE,TE,87.0,14,14,67,668,10.0,6,33,4.8,47.7,,,0,,,,,67,10.0,668,6,0.0,6,95.0,45.0,62.1,70.5%,7.0,,,4533.0,,,,,,,,,,,,"AP2, PB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Ben Coates,1999.0,30.0,NWE,TE,87.0,16,15,32,370,11.6,2,27,2.0,23.1,,,0,,,,,32,11.6,370,2,0.0,3,63.0,20.0,38.1,50.8%,5.9,,,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Ben Coates,2000.0,31.0,BAL,TE,81.0,16,9,9,84,9.3,0,28,0.6,5.3,,,0,,,,,9,9.3,84,0,0.0,1,18.0,3.0,33.3,50.0%,4.7,,,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Daniel Coats,2007.0,23.0,CIN,TE,86.0,15,3,12,122,10.2,0,25,0.8,8.1,,,0,,,,,12.0,10.2,122.0,0,0.0,1,16,7.0,68.8,75.0%,7.6,,,4538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Daniel Coats,2008.0,24.0,CIN,TE,86.0,16,4,2,19,9.5,0,11,0.1,1.2,,,0,,,,,2.0,9.5,19.0,0,0.0,0,10,1.0,20.0,20.0%,1.9,,,4538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Daniel Coats,2009.0,25.0,CIN,TE,86.0,16,11,16,150,9.4,0,23,1.0,9.4,,,0,,,,,16.0,9.4,150.0,0,2.0,1,31,3.0,38.7,51.6%,4.8,,,4538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Daniel Coats,2010.0,26.0,2TM,TE,,10,0,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,,0,2,,,0.0%,0.0,,,4538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Mike Cobb,1977.0,22.0,CIN,TE,89.0,13,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,4544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Mike Cobb,1978.0,23.0,CHI,TE,87.0,13,0,1.0,7.0,7.0,0,7.0,0.1,0.5,,,0,,,,,1.0,7.0,7.0,0,0.0,0,,,,,,,,4544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Mike Cobb,1979.0,24.0,CHI,TE,87.0,16,15,6.0,91.0,15.2,0,38.0,0.4,5.7,,,0,,,,,6.0,15.2,91.0,0,0.0,1,,,,,,,,4544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Mike Cobb,1980.0,25.0,CHI,TE,87.0,4,3,2.0,16.0,8.0,0,9.0,0.5,4.0,,,0,,,,,2.0,8.0,16.0,0,0.0,0,,,,,,,,4544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Mike Cobb,1981.0,26.0,CHI,TE,87.0,16,1,2.0,20.0,10.0,0,11.0,0.1,1.3,,,0,,,,,2.0,10.0,20.0,0,0.0,0,,,,,,,,4544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Colin Cochart,2011.0,24.0,CIN,TE,81.0,10,3,5,44,8.8,1,25,0.5,4.4,,,0,,,,,5,8.8,44,1,0.0,0,9,3,55.6,55.6%,4.9,,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Chase Coffman,2010.0,24.0,CIN,TE,80.0,6,0,3.0,30.0,10.0,0,14.0,0.5,5.0,,,0,,,,,3.0,10.0,30.0,0,0.0,0,5.0,2.0,60.0,60.0%,6.0,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Chase Coffman,2012.0,26.0,ATL,TE,86.0,5,0,1.0,12.0,12.0,0,12.0,0.2,2.4,,,0,,,,,1.0,12.0,12.0,0,0.0,0,1.0,1.0,100.0,100.0%,12.0,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Chase Coffman,2013.0,27.0,ATL,TE,86.0,11,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,,0,2.0,,,0.0%,0.0,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Chase Coffman,2014.0,28.0,TEN,TE,86.0,13,3,6.0,64.0,10.7,1,18.0,0.5,4.9,,,0,,,,,6.0,10.7,64.0,1,0.0,0,14.0,4.0,28.6,42.9%,4.6,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Chase Coffman,2015.0,29.0,2TM,TE,,2,0,8.0,71.0,8.9,1,16.0,4.0,35.5,,,0,,,,,8.0,8.9,71.0,1,0.0,0,11.0,10.0,54.5,72.7%,6.5,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Chase Coffman,2016.0,30.0,IND,TE,85.0,2,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Paul Coffman,1978.0,22.0,GNB,TE,82.0,16,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Paul Coffman,1979.0,23.0,GNB,TE,82.0,16,16,56.0,711.0,12.7,4,78.0,3.5,44.4,,,0,,,,,56.0,12.7,711.0,4,4.0,6,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Paul Coffman,1980.0,24.0,GNB,TE,82.0,16,16,42.0,496.0,11.8,3,25.0,2.6,31.0,1.0,3.0,0,3.0,3.0,0.2,0.1,43.0,11.6,499.0,3,0.0,3,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Paul Coffman,1981.0,25.0,GNB,TE,82.0,16,16,55.0,687.0,12.5,4,29.0,3.4,42.9,,,0,,,,,55.0,12.5,687.0,4,1.0,7,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Paul Coffman,1982.0,26.0,GNB,TE,82.0,9,9,23.0,287.0,12.5,2,42.0,2.6,31.9,,,0,,,,,23.0,12.5,287.0,2,0.0,5,,,,,,,,4596.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Paul Coffman,1983.0,27.0,GNB,TE,82.0,16,16,54.0,814.0,15.1,11,74.0,3.4,50.9,,,0,,,,,54.0,15.1,814.0,11,1.0,7,,,,,,,,4596.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Paul Coffman,1984.0,28.0,GNB,TE,82.0,14,13,43.0,562.0,13.1,9,44.0,3.1,40.1,,,0,,,,,43.0,13.1,562.0,9,1.0,6,,,,,,,,4596.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Paul Coffman,1985.0,29.0,GNB,TE,82.0,16,16,49.0,666.0,13.6,6,32.0,3.1,41.6,,,0,,,,,49.0,13.6,666.0,6,1.0,6,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Paul Coffman,1986.0,30.0,KAN,TE,84.0,15,0,12.0,75.0,6.3,2,10.0,0.8,5.0,,,0,,,,,12.0,6.3,75.0,2,1.0,1,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Paul Coffman,1987.0,31.0,KAN,TE,84.0,12,1,5.0,42.0,8.4,1,13.0,0.4,3.5,,,0,,,,,5.0,8.4,42.0,1,0.0,0,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Paul Coffman,1988.0,32.0,MIN,TE,89.0,8,0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,4596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Andre Coleman,2009.0,25.0,SDG,TE,78.0,2,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Charles Coleman,1987.0,24.0,NYG,TE,83.0,3,0.0,1,5,5.0,0,5,0.3,1.7,,,0,,,,,1,5.0,5,0,0.0,0,,,,,,,,4650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Fred Coleman,1976.0,23.0,BUF,TE,85.0,7,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,James Coley,1990.0,23.0,CHI,TE,89.0,16,0,1,7,7.0,0,7,0.1,0.4,,,0,,,,,1,7.0,7,0,0.0,0,,,,,,,,4691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,James Coley,1991.0,24.0,IND,TE,87.0,7,4,1,13,13.0,0,13,0.1,1.9,,,0,,,,,1,13.0,13,0,0.0,0,,,,,,,,4691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Jim Collier,1962.0,23.0,NYG,TE,84.0,13,3,1.0,27.0,27.0,0,27.0,0.1,2.1,,,0,,,,,1.0,27.0,27.0,0,0.0,0,,,,,,,,4703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Jim Collier,1963.0,24.0,WAS,TE,89.0,14,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,4703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Bobby Collins,1999.0,23.0,BUF,TE,84.0,14,4,9,124,13.8,2,45,0.6,8.9,,,0,,,,,9,13.8,124,2,0.0,1,18,8.0,50.0,50.0%,6.9,,,4716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Bobby Collins,2000.0,24.0,BUF,TE,84.0,12,2,6,72,12.0,0,23,0.5,6.0,,,0,,,,,6,12.0,72,0,0.0,1,10,3.0,60.0,60.0%,7.2,,,4716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Bobby Collins,2001.0,25.0,GNB,TE,87.0,4,0,1,3,3.0,0,3,0.3,0.8,,,0,,,,,1,3.0,3,0,0.0,0,1,,,100.0%,3.0,,,4716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Jerome Collins,2005.0,23.0,STL,TE,48.0,3,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Ryan Collins,1999.0,24.0,BAL,TE,49.0,4,3,4,62,15.5,0,28,1.0,15.5,,,0,,,,,4,15.5,62,0,0.0,0,9,2,44.4,44.4%,6.9,,,4754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Chris Combs,1980.0,22.0,STL,TE,80.0,16,0,2,52,26.0,1,38,0.1,3.3,,,0,,,,,2,26.0,52,1,0.0,0,,,,,,,,4788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Chris Combs,1981.0,23.0,STL,TE,80.0,16,2,5,54,10.8,0,13,0.3,3.4,,,0,,,,,5,10.8,54,0,0.0,0,,,,,,,,4788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Tyler Conklin,2018.0,23.0,MIN,TE,83.0,16,3,5,77,15.4,0,33,0.3,4.8,,,0,,,,,5,15.4,77,0,0,1,7,3,71.4,71.4%,11.0,,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Tyler Conklin,2019.0,24.0,MIN,TE,83.0,15,1,8,58,7.3,0,20,0.5,3.9,,,0,,,,,8,7.3,58,0,0,1,10,2,60.0,80.0%,5.8,,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Tyler Conklin,2020.0,25.0,MIN,TE,83.0,16,2,19,194,10.2,1,30,1.2,12.1,,,0,,,,,19,10.2,194,1,1,2,26,11,61.5,73.1%,7.5,,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Tyler Conklin,2021.0,26.0,MIN,TE,83.0,17,15,61,593,9.7,3,40,3.6,34.9,,,0,,,,,61,9.7,593,3,1,5,87,26,47.1,70.1%,6.8,,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Tyler Conklin,2022.0,27.0,NYJ,TE,83.0,17,16,58,552,9.5,3,30,3.4,32.5,2.0,3.0,0,2.0,1.5,0.2,0.1,60,9.3,555,3,2,4,87,25,44.8,66.7%,6.3,2.0,100.0,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Tyler Conklin,2023.0,28.0,NYJ,TE,83.0,17,12,61,621,10.2,0,37,3.6,36.5,1.0,0.0,0,0.0,0.0,0.0,0.1,62,10.0,621,0,0,4,87,27,44.8,70.1%,7.1,0.0,0.0,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Tanner Conner,2022.0,24.0,MIA,TE,48,13,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,0,0,3.0,,0.0,0.0%,0.0,,,4854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Tanner Conner,2023.0,25.0,MIA,TE,80,3,0,,,,0,,,,,,0,,,,,,,,0,0,0,,,,,,,,4854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Ernie Conwell,1996.0,24.0,STL,TE,45.0,10,8,15,164,10.9,0,26,1.5,16.4,,,0,,,,,15,10.9,164,0,0,1,23,7,43.5,65.2%,7.1,,,4884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Ernie Conwell,1997.0,25.0,STL,TE,84.0,16,16,38,404,10.6,4,46,2.4,25.3,,,0,,,,,38,10.6,404,4,0,3,60,20,48.3,63.3%,6.7,,,4884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
